"job post","major education years","major education years skills(0.100000)","major education years skills(0.200000)","major education years skills(0.300000)","major education years skills(0.400000)","major education years skills(0.500000)"
1402,0,0,0,0,0,0
1404,980,980,980,980,980,980
1405,956,924,856,746,370,210
1406,875,875,875,875,644,644
1407,0,0,0,0,0,0
1408,0,0,0,0,0,0
1409,5267,4886,4069,1615,700,68
1410,0,0,0,0,0,0
1411,786,786,743,637,421,186
1412,0,0,0,0,0,0
1413,0,0,0,0,0,0
1415,0,0,0,0,0,0
8428,577,577,577,214,214,50
1418,10,10,10,10,10,10
1419,2074,1897,1312,368,88,3
1421,1493,1473,1251,800,299,63
1422,492,492,158,39,39,6
1425,45,45,11,11,0,0
1426,0,0,0,0,0,0
1427,0,0,0,0,0,0
1429,123,117,65,35,8,1
1430,124,123,93,54,21,2
8231,960,898,695,387,73,13
8431,775,749,528,382,162,46
1436,0,0,0,0,0,0
1437,602,602,301,119,37,8
1438,122,115,90,53,8,5
1440,1493,1474,1274,861,363,97
1443,0,0,0,0,0,0
1444,2607,2607,1309,432,432,107
1445,2078,2042,1944,1342,908,193
1446,0,0,0,0,0,0
1448,4113,3797,3179,1170,473,34
1452,124,117,82,21,4,1
1453,958,928,710,518,133,15
1455,0,0,0,0,0,0
1456,3436,3436,1719,680,680,190
1457,581,581,581,581,581,581
1458,0,0,0,0,0,0
1459,958,903,648,383,125,39
1460,3800,3632,2631,1772,387,150
1461,0,0,0,0,0,0
1462,0,0,0,0,0,0
8436,118,95,43,25,5,2
1466,121,115,74,28,4,0
1469,0,0,0,0,0,0
1470,0,0,0,0,0,0
8437,0,0,0,0,0,0
1477,0,0,0,0,0,0
1481,113,88,25,17,2,1
1482,0,0,0,0,0,0
1483,719,719,463,206,74,19
1486,0,0,0,0,0,0
1487,4594,4594,4424,4019,3382,2456
1489,3833,3596,2740,1452,497,111
1490,389,389,77,77,2,2
1491,0,0,0,0,0,0
1492,44,44,44,44,44,44
1493,3588,3462,2660,1423,856,181
1494,722,722,501,284,122,34
1495,0,0,0,0,0,0
1496,0,0,0,0,0,0
1498,0,0,0,0,0,0
1499,944,810,532,224,77,8
1500,0,0,0,0,0,0
1501,980,980,980,980,980,980
1502,123,110,69,31,3,1
1503,1454,1304,895,443,162,50
1504,0,0,0,0,0,0
1509,58,58,29,16,8,4
1512,72,72,29,29,6,0
1513,860,860,416,416,124,124
1515,732,732,437,116,116,11
1516,0,0,0,0,0,0
1517,0,0,0,0,0,0
1519,958,903,648,383,125,39
1521,0,0,0,0,0,0
1523,0,0,0,0,0,0
1524,0,0,0,0,0,0
8446,839,539,295,156,63,3
1527,0,0,0,0,0,0
1528,0,0,0,0,0,0
1531,3681,3246,2378,1440,649,55
1534,5322,5139,3422,1562,596,173
1535,1449,1367,1175,811,448,181
1538,0,0,0,0,0,0
1539,124,112,67,28,3,1
1540,699,699,699,699,699,699
1541,1972,1664,782,180,77,9
1543,2080,1976,1222,560,81,9
1545,0,0,0,0,0,0
1546,872,872,555,280,92,15
1547,0,0,0,0,0,0
1551,0,0,0,0,0,0
1553,914,763,340,178,28,8
1554,506,506,181,39,1,0
1555,0,0,0,0,0,0
1556,2057,2057,797,199,199,40
1558,776,776,385,385,141,23
1560,743,743,501,219,45,3
1561,959,878,629,190,61,4
1562,0,0,0,0,0,0
1566,0,0,0,0,0,0
1568,840,840,499,499,207,65
1570,0,0,0,0,0,0
1571,3748,2475,1030,326,69,9
1575,0,0,0,0,0,0
1576,955,902,795,619,400,76
1577,3825,3825,2238,2238,1056,384
1578,1494,1467,1086,425,110,15
1579,833,833,833,833,833,540
1581,0,0,0,0,0,0
1582,700,307,100,31,5,1
1584,0,0,0,0,0,0
1586,122,117,88,46,13,1
1587,1479,1327,961,388,110,6
8457,508,508,508,222,222,64
1596,5257,4906,3247,1309,330,29
1597,0,0,0,0,0,0
1599,0,0,0,0,0,0
1417,1449,1367,1175,811,448,181
1603,0,0,0,0,0,0
1604,3539,3539,2348,1191,1191,386
1606,3814,3487,2541,1129,234,28
1607,0,0,0,0,0,0
3054,5197,4475,3312,2202,1327,653
1610,0,0,0,0,0,0
1612,0,0,0,0,0,0
1615,792,749,607,344,135,24
1616,0,0,0,0,0,0
1622,1508,1508,830,353,353,118
1623,901,901,411,126,126,24
1625,0,0,0,0,0,0
1626,3831,3689,2872,1918,586,64
271,1315,1315,1315,206,206,14
1628,1932,1408,791,414,61,14
1631,934,866,726,534,257,150
1632,0,0,0,0,0,0
1633,1999,1384,791,385,72,26
1636,1168,613,275,88,5,0
1637,0,0,0,0,0,0
1638,958,903,648,383,125,39
1641,3589,3474,2761,1636,642,133
1642,0,0,0,0,0,0
1643,0,0,0,0,0,0
1644,0,0,0,0,0,0
8466,0,0,0,0,0,0
1647,124,123,93,54,21,2
1648,3426,3426,1698,1698,693,171
8511,2012,1763,835,288,158,31
1650,1411,1171,534,115,43,5
1651,0,0,0,0,0,0
1652,958,904,649,384,125,16
1653,120,90,46,13,2,0
1654,942,846,645,412,236,114
1657,3995,3995,2533,1405,672,252
1659,0,0,0,0,0,0
1660,3187,2092,1185,543,69,17
1661,1489,1415,1224,890,209,64
1662,44,44,44,44,44,44
1663,722,722,501,284,122,34
1665,595,274,100,30,7,1
1666,638,306,111,33,6,2
1669,771,700,295,124,8,0
1672,255,255,255,40,40,1
1674,0,0,0,0,0,0
1675,0,0,0,0,0,0
1676,0,0,0,0,0,0
1677,0,0,0,0,0,0
1678,0,0,0,0,0,0
1681,123,97,40,14,1,1
1682,0,0,0,0,0,0
1687,123,121,107,56,26,9
1690,749,749,259,40,6,0
1691,0,0,0,0,0,0
1692,0,0,0,0,0,0
1693,0,0,0,0,0,0
1694,44,44,44,44,44,44
1695,127,127,127,127,127,127
1696,794,744,506,173,77,8
1697,2079,2022,1342,608,215,62
1699,0,0,0,0,0,0
1701,0,0,0,0,0,0
1703,0,0,0,0,0,0
1704,3833,3596,2740,1452,497,111
8476,0,0,0,0,0,0
1707,4604,4002,2024,586,178,8
1709,0,0,0,0,0,0
1710,1446,1208,602,212,43,8
8477,0,0,0,0,0,0
1713,958,926,679,262,48,4
1715,5313,4701,3195,1593,338,77
1716,123,120,66,27,3,0
1717,0,0,0,0,0,0
1718,0,0,0,0,0,0
1721,1446,1208,602,212,43,8
1722,3799,3212,1727,562,91,6
8479,897,637,253,141,37,4
1724,122,115,61,19,3,1
1727,946,946,834,573,182,38
1729,0,0,0,0,0,0
1731,89,53,15,7,1,0
1732,1121,1121,411,411,102,102
1733,0,0,0,0,0,0
1734,798,759,584,185,45,3
8481,907,661,274,93,43,9
1737,0,0,0,0,0,0
1738,798,759,584,185,45,3
1739,0,0,0,0,0,0
1744,0,0,0,0,0,0
1756,771,771,607,361,159,58
1757,802,802,802,275,275,32
1758,0,0,0,0,0,0
1759,0,0,0,0,0,0
1760,792,749,607,344,135,24
1763,0,0,0,0,0,0
1765,44,44,44,44,44,44
1768,124,112,67,28,3,1
1769,803,793,734,560,302,115
1771,1450,1378,1206,916,581,90
1776,0,0,0,0,0,0
8488,300,300,59,59,2,2
1778,1450,1378,1206,916,581,90
1779,3680,3271,2418,1236,425,106
1780,0,0,0,0,0,0
1784,0,0,0,0,0,0
1785,2086,2086,745,745,142,142
1786,942,792,543,310,125,34
1791,0,0,0,0,0,0
1792,942,792,543,310,125,34
1795,0,0,0,0,0,0
1796,0,0,0,0,0,0
1797,0,0,0,0,0,0
8468,0,0,0,0,0,0
1800,0,0,0,0,0,0
1801,954,856,530,194,52,2
1802,119,119,103,74,29,7
1804,0,0,0,0,0,0
1805,24,24,24,24,24,24
1807,909,561,227,65,7,0
1813,0,0,0,0,0,0
1815,980,980,980,980,980,980
1821,119,119,103,74,29,7
1823,0,0,0,0,0,0
1824,0,0,0,0,0,0
1825,980,980,980,980,980,980
1827,0,0,0,0,0,0
1828,0,0,0,0,0,0
8517,44,44,44,44,44,44
1831,0,0,0,0,0,0
1832,0,0,0,0,0,0
1834,0,0,0,0,0,0
1840,0,0,0,0,0,0
1841,44,44,44,44,44,44
8499,122,95,46,18,2,1
1844,0,0,0,0,0,0
1847,0,0,0,0,0,0
1848,959,849,360,123,9,2
1849,3827,3383,2054,822,114,10
1850,123,116,103,79,35,22
1853,965,897,694,252,74,3
1856,123,118,63,30,2,1
1858,123,100,56,23,4,2
1859,958,904,669,329,99,14
1860,980,980,980,980,980,980
8502,0,0,0,0,0,0
1862,0,0,0,0,0,0
1863,122,116,103,79,53,23
1864,0,0,0,0,0,0
1866,0,0,0,0,0,0
1868,0,0,0,0,0,0
1870,124,110,53,12,1,0
1872,120,98,65,34,11,3
1873,1487,1431,939,597,130,46
1874,0,0,0,0,0,0
7139,3306,3306,1277,1277,206,206
1877,0,0,0,0,0,0
1879,767,767,510,280,162,97
1880,124,122,110,71,38,8
8246,110,110,56,20,4,0
1886,660,660,360,151,151,55
1889,0,0,0,0,0,0
1890,0,0,0,0,0,0
1891,0,0,0,0,0,0
1893,121,112,62,20,2,0
1894,3710,3710,1780,1780,496,65
1896,948,908,805,456,241,29
1900,124,113,44,23,1,1
1901,0,0,0,0,0,0
1902,3454,2666,1595,856,180,45
1903,0,0,0,0,0,0
1907,0,0,0,0,0,0
1908,769,381,130,22,2,0
1909,0,0,0,0,0,0
1911,945,866,650,277,164,39
1912,0,0,0,0,0,0
1913,857,857,606,606,341,341
1915,0,0,0,0,0,0
1917,0,0,0,0,0,0
1919,0,0,0,0,0,0
8512,0,0,0,0,0,0
1923,872,872,521,159,29,0
1924,0,0,0,0,0,0
1925,0,0,0,0,0,0
1926,785,729,507,226,61,11
1929,0,0,0,0,0,0
1932,3320,3167,2207,1238,294,27
1934,0,0,0,0,0,0
1936,780,708,461,203,56,13
1938,0,0,0,0,0,0
1939,3454,2666,1595,856,180,45
1940,777,777,777,116,116,15
1941,122,116,103,79,53,23
1942,5325,5173,4186,2177,1318,315
8248,1422,1267,912,262,117,11
1944,0,0,0,0,0,0
1945,0,0,0,0,0,0
1946,0,0,0,0,0,0
1948,777,777,134,134,20,20
8469,0,0,0,0,0,0
1950,4038,3620,1985,1140,169,52
1951,777,777,777,116,116,15
1952,2075,2016,1599,1207,451,220
1953,0,0,0,0,0,0
1955,3723,3168,1631,485,207,22
1956,0,0,0,0,0,0
8519,44,44,44,44,44,44
1966,0,0,0,0,0,0
1968,5309,5060,4308,2948,1634,794
8520,0,0,0,0,0,0
1971,0,0,0,0,0,0
8521,2012,1763,835,288,158,31
1978,0,0,0,0,0,0
1981,780,708,461,203,56,13
1982,965,897,694,252,74,3
1983,5271,4901,3119,1105,171,13
1984,785,746,558,184,55,5
1991,0,0,0,0,0,0
1992,123,114,84,47,16,5
1993,0,0,0,0,0,0
1995,0,0,0,0,0,0
1997,911,745,466,201,81,18
8525,908,753,347,182,17,6
2002,0,0,0,0,0,0
8250,0,0,0,0,0,0
2004,0,0,0,0,0,0
8526,37,37,37,37,37,37
2009,3444,1793,732,284,76,22
8527,0,0,0,0,0,0
2012,911,745,466,201,81,18
2014,782,782,703,546,271,90
2015,0,0,0,0,0,0
2018,967,904,548,149,50,2
2021,0,0,0,0,0,0
2022,0,0,0,0,0,0
8529,0,0,0,0,0,0
2026,1165,770,219,28,10,1
2029,5245,4769,3764,2532,1408,619
2030,1388,982,572,120,38,3
2033,0,0,0,0,0,0
2036,0,0,0,0,0,0
2038,3723,3168,1631,485,207,22
2039,123,116,103,79,35,22
8524,734,734,240,240,48,4
8532,818,818,818,818,355,355
2044,0,0,0,0,0,0
2046,0,0,0,0,0,0
2050,3440,3440,1683,1683,476,64
2051,0,0,0,0,0,0
2055,0,0,0,0,0,0
2058,0,0,0,0,0,0
2060,0,0,0,0,0,0
2064,0,0,0,0,0,0
2068,1457,1374,995,445,114,15
2069,0,0,0,0,0,0
2075,0,0,0,0,0,0
2076,122,116,67,22,8,1
2077,0,0,0,0,0,0
2078,0,0,0,0,0,0
2079,0,0,0,0,0,0
2080,0,0,0,0,0,0
2082,5271,4901,3119,1105,171,13
2083,124,110,53,12,1,0
2085,980,980,980,980,980,980
2086,0,0,0,0,0,0
2087,0,0,0,0,0,0
2089,0,0,0,0,0,0
2090,0,0,0,0,0,0
2091,0,0,0,0,0,0
2092,285,285,57,57,9,9
2095,939,788,248,113,17,5
2098,3223,3223,2815,1949,881,183
2100,0,0,0,0,0,0
2101,0,0,0,0,0,0
2102,799,731,414,151,44,6
2103,123,120,107,43,24,4
2104,3440,3440,1683,1683,476,64
2107,0,0,0,0,0,0
2108,0,0,0,0,0,0
2110,0,0,0,0,0,0
2111,0,0,0,0,0,0
2112,3710,3710,1780,1780,496,65
2115,0,0,0,0,0,0
2120,0,0,0,0,0,0
2122,464,464,129,129,23,23
2123,0,0,0,0,0,0
2124,0,0,0,0,0,0
2125,3699,2405,1267,538,189,58
2129,0,0,0,0,0,0
2130,940,792,261,115,23,1
2131,0,0,0,0,0,0
2133,0,0,0,0,0,0
2134,0,0,0,0,0,0
2137,5320,4957,3120,1585,312,21
2138,784,747,582,196,58,6
2139,5322,4991,3939,1604,609,55
2140,0,0,0,0,0,0
2141,623,623,308,119,42,9
2143,554,554,219,60,10,4
2144,44,44,44,44,44,44
2146,3728,3182,2130,1074,177,61
2148,4725,4725,3730,2441,2441,1241
2149,3750,3333,1644,877,177,18
2150,3750,3333,1644,877,177,18
2151,803,803,803,803,128,128
2152,0,0,0,0,0,0
8255,2086,2086,745,745,142,142
2159,741,553,356,105,47,7
2162,959,933,843,476,248,27
2163,0,0,0,0,0,0
2164,0,0,0,0,0,0
2174,0,0,0,0,0,0
2175,3542,2607,1699,925,391,29
2176,798,716,404,167,50,9
2177,0,0,0,0,0,0
2180,0,0,0,0,0,0
2182,1455,1364,1045,566,200,46
2184,924,805,631,363,163,59
2187,963,869,541,237,66,7
2188,0,0,0,0,0,0
2189,44,44,44,44,44,44
2190,44,44,44,44,44,44
2192,955,921,732,405,246,39
2193,0,0,0,0,0,0
2194,0,0,0,0,0,0
2195,956,882,676,352,124,8
2198,504,504,213,54,9,2
2199,45,45,45,45,4,4
2200,2079,2022,1342,608,215,62
2201,785,719,597,423,256,105
2203,955,921,732,405,246,39
2204,0,0,0,0,0,0
2205,784,693,355,168,26,8
2209,463,463,463,463,126,126
2210,0,0,0,0,0,0
2212,802,753,565,253,33,4
2213,961,947,807,447,147,28
2214,0,0,0,0,0,0
2218,3542,2607,1699,925,391,29
2219,0,0,0,0,0,0
2221,2079,2022,1342,608,215,62
2223,895,758,378,124,61,8
2224,802,753,565,253,33,4
2228,941,839,480,285,45,2
2230,5177,4344,2917,1497,177,38
2232,5188,4469,3053,1627,201,51
2237,124,120,90,47,20,2
2238,120,120,107,61,22,8
2239,124,121,106,54,15,3
2240,956,926,638,419,127,21
2241,0,0,0,0,0,0
2244,0,0,0,0,0,0
2246,1487,1289,804,297,68,17
2249,0,0,0,0,0,0
2250,948,647,246,64,17,1
2253,0,0,0,0,0,0
2255,0,0,0,0,0,0
2259,889,889,691,448,225,75
2260,0,0,0,0,0,0
2261,96,96,48,15,8,5
2262,0,0,0,0,0,0
2264,0,0,0,0,0,0
2265,919,919,790,557,557,310
2266,878,878,616,325,136,35
2269,0,0,0,0,0,0
2270,0,0,0,0,0,0
2271,953,897,575,250,55,7
2272,96,96,48,15,8,5
2274,0,0,0,0,0,0
2275,0,0,0,0,0,0
2276,124,119,76,39,15,3
2277,117,94,65,37,16,1
2278,0,0,0,0,0,0
2279,577,577,577,214,214,50
2280,835,835,835,433,433,132
2281,0,0,0,0,0,0
2282,0,0,0,0,0,0
2283,4114,3808,2975,1658,655,188
2284,0,0,0,0,0,0
2285,0,0,0,0,0,0
2287,739,739,591,391,199,67
2288,0,0,0,0,0,0
2289,860,860,415,132,25,1
2291,803,803,803,803,350,350
2292,2081,2055,1781,1183,471,96
2293,52,52,22,8,1,0
2294,117,93,23,7,1,1
2299,0,0,0,0,0,0
2301,0,0,0,0,0,0
2305,1963,1251,556,103,19,2
2306,0,0,0,0,0,0
2308,663,663,663,663,297,297
2309,405,405,118,118,20,2
2310,0,0,0,0,0,0
2311,956,956,880,703,467,256
2312,850,850,582,582,285,285
2313,626,626,626,275,275,62
2314,957,899,775,616,274,140
2315,0,0,0,0,0,0
2316,0,0,0,0,0,0
2317,803,803,803,803,350,350
2318,798,771,582,309,64,12
2320,0,0,0,0,0,0
2321,113,66,31,11,4,1
2322,76,41,15,6,0,0
2323,5322,4991,3939,1604,609,55
2325,864,392,159,57,14,3
2326,688,688,688,371,371,113
2327,0,0,0,0,0,0
2328,0,0,0,0,0,0
2329,0,0,0,0,0,0
2330,903,903,754,502,502,230
2331,116,91,58,30,13,1
2332,0,0,0,0,0,0
2333,798,771,582,309,64,12
2337,0,0,0,0,0,0
2339,623,623,308,119,42,9
2340,0,0,0,0,0,0
2341,913,913,682,342,119,28
2342,663,663,663,663,297,297
2344,5320,4957,3120,1585,312,21
2345,123,120,85,55,22,3
2347,0,0,0,0,0,0
2348,92,92,43,10,7,5
2349,0,0,0,0,0,0
2350,117,94,65,37,16,1
2351,0,0,0,0,0,0
2352,890,890,566,279,81,15
2353,113,62,23,6,1,0
2355,3806,3437,2404,802,299,29
2356,522,522,222,62,62,10
2357,3806,3437,2404,802,299,29
2358,934,934,832,631,386,157
2360,784,747,582,196,58,6
2361,0,0,0,0,0,0
2362,118,95,66,37,16,3
2363,0,0,0,0,0,0
8262,797,747,607,260,123,11
2365,889,889,691,448,225,75
2366,0,0,0,0,0,0
2367,482,482,234,87,87,24
2369,0,0,0,0,0,0
2370,4171,2638,1458,359,138,13
2371,0,0,0,0,0,0
2372,0,0,0,0,0,0
2374,854,505,206,41,9,1
2375,835,835,835,433,433,132
2377,878,878,616,325,136,35
2378,0,0,0,0,0,0
2380,0,0,0,0,0,0
2381,890,616,169,18,2,0
2382,124,119,76,39,15,3
2383,0,0,0,0,0,0
2385,878,878,616,325,136,35
2387,956,956,880,703,467,256
2388,882,882,595,318,148,57
2389,923,741,450,223,95,5
2391,956,863,682,430,246,32
2392,810,810,810,810,263,263
2393,0,0,0,0,0,0
2394,123,120,100,58,38,12
2395,116,86,51,19,1,1
2396,116,91,58,30,13,1
2397,0,0,0,0,0,0
2399,94,94,42,14,8,4
2400,44,44,44,44,44,44
2401,870,419,181,65,24,1
2404,0,0,0,0,0,0
2406,92,92,43,10,7,5
2408,0,0,0,0,0,0
2411,0,0,0,0,0,0
2413,3710,3710,1780,1780,496,65
2414,966,813,441,152,40,1
2415,97,54,24,12,1,0
2417,0,0,0,0,0,0
2418,796,703,500,258,98,18
2420,5297,5053,3491,2301,466,148
2423,0,0,0,0,0,0
2424,796,785,688,468,324,119
2425,5297,5053,3491,2301,466,148
2426,0,0,0,0,0,0
2428,784,754,575,453,208,58
2430,927,782,548,313,131,17
2432,912,720,486,285,136,60
2435,0,0,0,0,0,0
2436,3440,3440,1683,1683,476,64
2437,3897,3897,2826,2826,1557,592
2438,0,0,0,0,0,0
2440,796,785,688,468,324,119
2441,796,785,688,468,324,119
2442,796,785,688,468,324,119
2444,796,703,500,258,98,18
2445,769,769,450,200,200,66
2446,941,941,782,497,216,57
2447,1429,1323,1075,722,354,131
2448,743,743,217,47,5,0
2454,1492,1366,1038,348,103,6
2456,0,0,0,0,0,0
2457,944,860,706,203,65,4
2458,953,897,572,197,97,14
2461,500,500,92,92,12,12
2462,0,0,0,0,0,0
2465,121,116,81,24,12,2
2467,1454,1423,1151,623,202,39
2469,0,0,0,0,0,0
2471,959,959,895,749,511,170
2472,795,795,795,795,296,296
2473,0,0,0,0,0,0
2475,0,0,0,0,0,0
2478,944,860,706,203,65,4
2480,585,585,263,70,18,8
2482,942,844,641,277,70,13
2484,0,0,0,0,0,0
2488,0,0,0,0,0,0
2490,5283,5007,3404,1359,356,57
2491,123,108,55,19,8,1
2495,0,0,0,0,0,0
2498,0,0,0,0,0,0
2504,3791,2985,1468,499,109,19
2505,0,0,0,0,0,0
2506,0,0,0,0,0,0
2507,0,0,0,0,0,0
2508,3440,3440,1683,1683,476,64
2513,3828,3653,2627,1193,335,51
2514,3404,2382,583,96,39,2
2515,3765,3252,1441,807,170,17
7709,798,656,188,34,2,0
2517,0,0,0,0,0,0
2518,0,0,0,0,0,0
2521,0,0,0,0,0,0
2522,779,712,568,351,80,36
2523,0,0,0,0,0,0
2525,798,783,660,376,129,31
2526,0,0,0,0,0,0
2527,0,0,0,0,0,0
2528,0,0,0,0,0,0
2529,3710,3710,1780,1780,496,65
2530,3831,3554,2476,1005,224,14
2531,0,0,0,0,0,0
2533,0,0,0,0,0,0
2535,0,0,0,0,0,0
2536,3440,3440,1683,1683,476,64
2539,5285,4989,3284,2090,497,61
2540,0,0,0,0,0,0
2541,440,159,43,12,0,0
2542,939,822,366,214,45,5
2548,717,717,382,140,39,12
2549,0,0,0,0,0,0
2554,957,887,598,231,74,12
2555,0,0,0,0,0,0
2556,0,0,0,0,0,0
2558,0,0,0,0,0,0
2559,591,591,277,101,26,5
2560,3586,2711,744,87,22,1
2561,0,0,0,0,0,0
2562,0,0,0,0,0,0
2565,0,0,0,0,0,0
2569,3454,2621,816,158,17,1
2570,798,656,188,34,2,0
2573,3728,3224,2255,1148,143,34
2579,0,0,0,0,0,0
2580,4886,4886,3042,1343,1343,355
2581,758,566,218,47,3,0
2582,0,0,0,0,0,0
2583,3559,3066,1539,830,164,53
2584,3985,3115,1265,701,158,17
2586,3822,3822,1778,486,61,4
2587,5197,4475,3312,2202,1327,653
2589,0,0,0,0,0,0
2591,901,591,251,83,13,3
2592,3748,3062,1753,712,210,8
2593,122,115,87,52,27,3
2594,3592,2199,882,271,26,1
2595,1495,1433,1196,757,357,60
2597,849,615,248,145,46,13
2598,860,860,373,92,13,1
2599,0,0,0,0,0,0
2602,0,0,0,0,0,0
2603,0,0,0,0,0,0
2605,122,117,86,52,8,2
2607,44,44,44,44,44,44
2608,0,0,0,0,0,0
6088,44,44,44,44,44,44
2613,5023,3251,1433,466,92,19
2615,944,640,276,72,5,1
2616,776,677,296,131,17,1
2617,0,0,0,0,0,0
2618,801,735,469,173,40,3
2621,0,0,0,0,0,0
2624,4152,3769,2487,690,164,11
2625,0,0,0,0,0,0
2630,3811,3649,3126,2100,1178,524
2635,3710,3710,1780,1780,496,65
2637,2079,1901,1338,661,115,25
2639,40,40,40,40,8,8
2642,934,830,597,366,194,21
2643,930,780,315,153,17,6
2646,0,0,0,0,0,0
2650,800,783,593,262,71,9
2651,3657,2945,1716,765,220,38
2652,0,0,0,0,0,0
2653,0,0,0,0,0,0
2659,1498,1453,1222,807,371,42
2660,980,980,980,980,980,980
2661,216,216,216,27,27,2
2662,957,887,598,231,74,12
8272,0,0,0,0,0,0
2665,4148,3912,3264,2205,654,173
2666,949,860,406,93,34,3
2667,0,0,0,0,0,0
2669,3815,3581,2475,1071,277,38
2672,110,62,24,10,2,1
2675,3811,3649,3126,2100,1178,524
2676,0,0,0,0,0,0
2677,0,0,0,0,0,0
2679,0,0,0,0,0,0
2681,0,0,0,0,0,0
2682,1384,1384,1041,493,493,199
2684,0,0,0,0,0,0
2685,952,915,663,309,92,20
2686,0,0,0,0,0,0
2688,2079,1901,1338,661,115,25
2689,2079,1901,1338,661,115,25
2691,1457,1374,995,445,114,15
2692,0,0,0,0,0,0
2694,3407,3407,1443,383,383,64
2695,3816,3672,3193,2254,732,337
2697,515,515,205,205,40,10
2699,0,0,0,0,0,0
2703,0,0,0,0,0,0
7455,742,742,545,311,96,21
2709,0,0,0,0,0,0
2710,760,760,760,58,58,2
2711,0,0,0,0,0,0
2713,0,0,0,0,0,0
2714,0,0,0,0,0,0
2716,0,0,0,0,0,0
2719,3620,2405,1039,173,34,0
2720,0,0,0,0,0,0
2721,799,692,267,30,2,0
2723,0,0,0,0,0,0
2725,122,122,94,35,12,2
2726,115,115,99,75,38,15
2727,0,0,0,0,0,0
2728,3728,3224,2255,1148,143,34
2731,760,760,760,58,58,2
2733,4507,3918,1873,498,62,6
2734,0,0,0,0,0,0
2737,3791,2985,1468,499,109,19
2738,0,0,0,0,0,0
2740,706,706,353,129,36,6
2741,0,0,0,0,0,0
2746,0,0,0,0,0,0
2747,951,951,879,662,318,122
2748,0,0,0,0,0,0
2749,0,0,0,0,0,0
2753,2079,1969,1507,813,289,65
2754,3791,2985,1468,499,109,19
2755,596,596,278,278,88,20
2757,4428,3430,1256,250,19,0
2761,2103,1968,1690,1250,756,150
2762,791,691,440,215,73,11
2764,0,0,0,0,0,0
2765,962,891,564,201,69,9
2768,0,0,0,0,0,0
2769,5321,5321,5153,4617,3517,2043
2773,1357,839,351,114,31,1
2774,980,980,980,980,980,980
2776,3440,3440,1683,1683,476,64
2778,1895,1895,832,240,240,38
2781,44,44,44,44,44,44
2783,0,0,0,0,0,0
2784,0,0,0,0,0,0
2785,5157,4415,3076,1691,713,56
2788,0,0,0,0,0,0
2789,750,543,191,87,8,0
2793,3710,3710,1780,1780,496,65
2796,0,0,0,0,0,0
2797,0,0,0,0,0,0
2798,1951,1160,428,108,10,0
2799,0,0,0,0,0,0
2800,0,0,0,0,0,0
2801,0,0,0,0,0,0
2803,796,696,438,206,69,20
2804,944,749,262,87,5,1
2805,933,807,259,108,6,1
2806,3502,3502,1995,673,153,16
2808,0,0,0,0,0,0
2813,0,0,0,0,0,0
2814,960,936,722,337,160,15
2815,0,0,0,0,0,0
2817,0,0,0,0,0,0
2819,0,0,0,0,0,0
2820,0,0,0,0,0,0
2821,1176,1176,377,377,55,55
2825,0,0,0,0,0,0
2827,937,784,476,133,26,2
2828,0,0,0,0,0,0
2829,0,0,0,0,0,0
2830,0,0,0,0,0,0
2832,114,52,19,8,0,0
2833,3414,3414,3414,404,404,26
2834,1336,1336,652,249,249,83
2836,0,0,0,0,0,0
2838,775,775,775,775,111,111
2841,81,81,45,13,5,0
2842,963,803,382,125,35,2
2843,118,90,57,37,18,2
2845,0,0,0,0,0,0
2847,0,0,0,0,0,0
2848,5330,4990,3778,1986,703,122
2849,4011,4011,3545,2748,1632,621
2850,0,0,0,0,0,0
2852,4507,3918,1873,498,62,6
2854,950,867,433,123,17,2
2855,4428,3430,1256,250,19,0
2856,788,686,467,221,83,26
2857,0,0,0,0,0,0
2858,0,0,0,0,0,0
2860,122,122,96,44,16,5
2861,0,0,0,0,0,0
2863,0,0,0,0,0,0
2866,3620,2405,1039,173,34,0
2867,0,0,0,0,0,0
2869,0,0,0,0,0,0
2871,0,0,0,0,0,0
2872,0,0,0,0,0,0
2873,0,0,0,0,0,0
2874,0,0,0,0,0,0
2876,958,648,274,95,6,0
2877,0,0,0,0,0,0
2882,4507,3918,1873,498,62,6
2883,123,106,68,31,13,5
2885,0,0,0,0,0,0
2886,939,822,366,214,45,5
8257,0,0,0,0,0,0
2888,3728,3224,2255,1148,143,34
2889,0,0,0,0,0,0
2890,3802,3666,3357,2126,1425,298
2891,44,44,44,44,44,44
2892,0,0,0,0,0,0
2893,953,787,367,177,35,4
2897,4572,3425,1505,406,69,1
2898,3683,2917,1226,682,157,17
2900,860,469,69,18,1,0
2901,0,0,0,0,0,0
2902,1495,1432,1010,461,127,16
8280,0,0,0,0,0,0
2905,0,0,0,0,0,0
2907,0,0,0,0,0,0
2909,763,620,181,68,5,1
2910,0,0,0,0,0,0
2914,0,0,0,0,0,0
2917,118,90,58,38,8,2
2918,904,904,693,279,279,100
2919,0,0,0,0,0,0
2922,0,0,0,0,0,0
2926,908,655,245,127,30,1
2927,0,0,0,0,0,0
2930,5157,4415,3076,1691,713,56
2931,668,259,85,31,2,1
2933,0,0,0,0,0,0
2934,2105,1999,1152,590,66,2
2937,0,0,0,0,0,0
2940,0,0,0,0,0,0
2943,106,106,106,39,39,5
2947,0,0,0,0,0,0
2948,56,56,23,23,5,5
